Year,Measure Type,Leading 10 Ranking,Measure,Group,Subgroup,Estimate Type,Estimate,Standard Error,Lower 95% CI,Upper 95% CI,Reliable
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Medicare,Visit count,2998000,564000,1893000,4104000,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Medicaid,Visit count,3606000,547000,2534000,4678000,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Uninsured,Visit count,619000,184000,258000,980000,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Other,Visit count,560000,155000,255000,864000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,Total,All visits,Visit count,8793000,738000,7347000,10238000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By sex,Female,Visit count,4294000,367000,3575000,5012000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By sex,Male,Visit count,4499000,470000,3578000,5420000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By age,0-17 years old,Visit count,1181000,186000,816000,1546000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By age,18-44 years old,Visit count,3374000,347000,2695000,4053000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By age,45-64 years old,Visit count,2221000,252000,1727000,2715000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By age,65+ years old,Visit count,2017000,270000,1489000,2545000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic white,Visit count,4991000,467000,4076000,5906000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic black,Visit count,1773000,273000,1237000,2309000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Hispanic,Visit count,1691000,273000,1157000,2226000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic other,Visit count,337000,75000,190000,484000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By region,Northeast,Visit count,1757000,340000,1091000,2424000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By region,Midwest,Visit count,1724000,291000,1154000,2294000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By region,South,Visit count,3294000,516000,2283000,4304000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By region,West,Visit count,2018000,282000,1464000,2571000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By metropolitan statistical area (MSA),MSA,Visit count,,,,,No
2022,By primary diagnosis,5,5. Diseases of the digestive system,By metropolitan statistical area (MSA),Non-MSA,Visit count,,,,,No
2022,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Private insurance,Visit count,2353000,301000,1763000,2942000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Medicare,Visit count,1948000,255000,1447000,2448000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Medicaid,Visit count,2959000,353000,2268000,3649000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Uninsured,Visit count,550000,152000,252000,848000,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Other,Visit count,,,,,No
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,Total,All visits,Visit count,7331000,620000,6117000,8546000,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By sex,Female,Visit count,4730000,460000,3828000,5632000,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By sex,Male,Visit count,2602000,258000,2096000,3107000,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,0-17 years old,Visit count,868000,198000,480000,1256000,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,18-44 years old,Visit count,2831000,329000,2186000,3477000,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,45-64 years old,Visit count,1789000,230000,1338000,2240000,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,65+ years old,Visit count,1843000,199000,1453000,2233000,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic white,Visit count,4217000,424000,3385000,5049000,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic black,Visit count,1461000,176000,1115000,1806000,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Hispanic,Visit count,1431000,254000,933000,1928000,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,Northeast,Visit count,1100000,205000,699000,1502000,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,Midwest,Visit count,1457000,263000,941000,1972000,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,South,Visit count,3141000,365000,2426000,3856000,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,West,Visit count,1633000,377000,895000,2372000,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By metropolitan statistical area (MSA),MSA,Visit count,,,,,No
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By metropolitan statistical area (MSA),Non-MSA,Visit count,,,,,No
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Private insurance,Visit count,1667000,214000,1246000,2087000,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Medicare,Visit count,1772000,217000,1347000,2197000,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Medicaid,Visit count,2414000,362000,1704000,3123000,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Uninsured,Visit count,,,,,No
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Other,Visit count,,,,,No
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",Total,All visits,Visit count,5937000,532000,4894000,6980000,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By sex,Female,Visit count,2599000,272000,2065000,3132000,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By sex,Male,Visit count,3338000,358000,2637000,4039000,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,0-17 years old,Visit count,571000,109000,357000,785000,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,18-44 years old,Visit count,3029000,316000,2409000,3648000,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,45-64 years old,Visit count,1876000,254000,1378000,2374000,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,65+ years old,Visit count,461000,100000,265000,657000,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic white,Visit count,3520000,419000,2699000,4341000,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic black,Visit count,1100000,164000,779000,1421000,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Hispanic,Visit count,936000,167000,608000,1264000,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic other,Visit count,381000,107000,171000,591000,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,Northeast,Visit count,1154000,184000,794000,1513000,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,Midwest,Visit count,1196000,144000,915000,1477000,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,South,Visit count,1865000,384000,1112000,2618000,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,West,Visit count,1722000,285000,1164000,2281000,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By metropolitan statistical area (MSA),MSA,Visit count,,,,,No
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By metropolitan statistical area (MSA),Non-MSA,Visit count,,,,,No
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Private insurance,Visit count,1037000,173000,697000,1376000,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Medicare,Visit count,989000,212000,573000,1405000,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Medicaid,Visit count,2567000,297000,1985000,3148000,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Uninsured,Visit count,572000,162000,256000,889000,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Other,Visit count,,,,,No
2022,By primary diagnosis,8,8. Diseases of the circulatory system,Total,All visits,Visit count,5525000,479000,4586000,6465000,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By sex,Female,Visit count,2612000,283000,2057000,3166000,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By sex,Male,Visit count,2913000,299000,2327000,3500000,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By age,0-17 years old,Visit count,,,,,No
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By age,18-44 years old,Visit count,578000,99000,385000,772000,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By age,45-64 years old,Visit count,1770000,229000,1321000,2218000,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By age,65+ years old,Visit count,3107000,344000,2434000,3781000,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic white,Visit count,3346000,341000,2678000,4015000,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic black,Visit count,1147000,192000,770000,1523000,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Hispanic,Visit count,733000,152000,436000,1030000,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By region,Northeast,Visit count,1032000,186000,667000,1396000,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By region,Midwest,Visit count,1102000,190000,730000,1475000,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By region,South,Visit count,2154000,348000,1472000,2836000,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By region,West,Visit count,1237000,196000,852000,1622000,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By metropolitan statistical area (MSA),MSA,Visit count,,,,,No
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By metropolitan statistical area (MSA),Non-MSA,Visit count,,,,,No
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Private insurance,Visit count,999000,147000,711000,1286000,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Medicare,Visit count,2725000,306000,2125000,3325000,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Medicaid,Visit count,971000,136000,704000,1239000,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Uninsured,Visit count,,,,,No
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Other,Visit count,,,,,No
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,Total,All visits,Visit count,4656000,482000,3710000,5601000,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By sex,Female,Visit count,2609000,340000,1943000,3275000,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By sex,Male,Visit count,2046000,212000,1632000,2461000,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,0-17 years old,Visit count,2065000,308000,1461000,2668000,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,18-44 years old,Visit count,1448000,243000,972000,1924000,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,45-64 years old,Visit count,640000,113000,419000,861000,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By age,65+ years old,Visit count,503000,89000,329000,676000,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By race/ethnicity,Non-Hispanic white,Visit count,2370000,342000,1700000,3039000,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By race/ethnicity,Non-Hispanic black,Visit count,1189000,231000,737000,1642000,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By race/ethnicity,Hispanic,Visit count,892000,178000,543000,1242000,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,Northeast,Visit count,761000,200000,369000,1153000,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,Midwest,Visit count,924000,173000,586000,1263000,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,South,Visit count,1925000,367000,1207000,2644000,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By region,West,Visit count,1045000,176000,699000,1390000,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By metropolitan statistical area (MSA),MSA,Visit count,,,,,No
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By metropolitan statistical area (MSA),Non-MSA,Visit count,,,,,No
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Private insurance,Visit count,1110000,199000,720000,1500000,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Medicare,Visit count,633000,97000,443000,823000,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Medicaid,Visit count,2172000,296000,1592000,2752000,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Uninsured,Visit count,,,,,No
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By primary payment source,Other,Visit count,,,,,No
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,Total,All visits,Visit count,4464000,411000,3658000,5270000,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By sex,Female,Visit count,2451000,282000,1898000,3004000,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By sex,Male,Visit count,2013000,208000,1605000,2421000,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,0-17 years old,Visit count,915000,166000,591000,1240000,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,18-44 years old,Visit count,1900000,232000,1446000,2354000,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,45-64 years old,Visit count,1022000,126000,775000,1269000,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By age,65+ years old,Visit count,627000,114000,404000,850000,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic white,Visit count,2656000,310000,2049000,3263000,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic black,Visit count,1024000,170000,689000,1358000,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Hispanic,Visit count,703000,147000,415000,991000,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,Northeast,Visit count,571000,108000,359000,783000,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,Midwest,Visit count,964000,162000,648000,1281000,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,South,Visit count,2048000,329000,1403000,2693000,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By region,West,Visit count,880000,153000,581000,1180000,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By metropolitan statistical area (MSA),MSA,Visit count,,,,,No
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By metropolitan statistical area (MSA),Non-MSA,Visit count,,,,,No
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Private insurance,Visit count,987000,151000,691000,1282000,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Medicare,Visit count,747000,139000,475000,1019000,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Medicaid,Visit count,1626000,222000,1191000,2061000,Yes
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Uninsured,Visit count,,,,,No
2022,By primary diagnosis,10,10. Diseases of the skin and subcutaneous tissue,By primary payment source,Other,Visit count,,,,,No
2016,By reason for visit,0,All reasons,Total,All visits,Visit count,145591000,8798000,128347000,162835000,Yes
2016,By reason for visit,0,All reasons,By sex,Female,Visit count,79595000,4803000,70182000,89008000,Yes
2016,By reason for visit,0,All reasons,By sex,Male,Visit count,65996000,4119000,57923000,74070000,Yes
2016,By reason for visit,0,All reasons,By age,0-17 years old,Visit count,32146000,2840000,26579000,37713000,Yes
2016,By reason for visit,0,All reasons,By age,18-44 years old,Visit count,55978000,3436000,49243000,62713000,Yes
2016,By reason for visit,0,All reasons,By age,45-64 years old,Visit count,34359000,2099000,30245000,38473000,Yes
2016,By reason for visit,0,All reasons,By age,65+ years old,Visit count,23108000,1734000,19710000,26506000,Yes
2016,By reason for visit,0,All reasons,By race/ethnicity,Non-Hispanic white,Visit count,87290000,5617000,76281000,98298000,Yes
2016,By reason for visit,0,All reasons,By race/ethnicity,Non-Hispanic black,Visit count,30688000,2894000,25015000,36361000,Yes
2016,By reason for visit,0,All reasons,By race/ethnicity,Hispanic,Visit count,22936000,2484000,18066000,27805000,Yes
2016,By reason for visit,0,All reasons,By race/ethnicity,Non-Hispanic other,Visit count,4678000,623000,3458000,5899000,Yes
2016,By reason for visit,0,All reasons,By region,Northeast,Visit count,24514000,2991000,18652000,30376000,Yes
2016,By reason for visit,0,All reasons,By region,Midwest,Visit count,31428000,3834000,23913000,38944000,Yes
2016,By reason for visit,0,All reasons,By region,South,Visit count,53485000,5412000,42877000,64092000,Yes
2016,By reason for visit,0,All reasons,By region,West,Visit count,36165000,4940000,26483000,45846000,Yes
2016,By reason for visit,0,All reasons,By metropolitan statistical area (MSA),MSA,Visit count,117189000,8454000,100620000,133758000,Yes
2016,By reason for visit,0,All reasons,By metropolitan statistical area (MSA),Non-MSA,Visit count,28402000,5057000,18491000,38313000,Yes
2016,By reason for visit,0,All reasons,By primary payment source,Private insurance,Visit count,36576000,2492000,31692000,41459000,Yes
2016,By reason for visit,0,All reasons,By primary payment source,Medicare,Visit count,25916000,1849000,22292000,29540000,Yes
2016,By reason for visit,0,All reasons,By primary payment source,Medicaid,Visit count,49426000,3531000,42506000,56345000,Yes
2016,By reason for visit,0,All reasons,By primary payment source,Uninsured,Visit count,12475000,1517000,9501000,15449000,Yes
2016,By reason for visit,0,All reasons,By primary payment source,Other,Visit count,4615000,675000,3292000,5938000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",Total,All visits,Visit count,12525000,876000,10808000,14242000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By sex,Female,Visit count,8300000,601000,7122000,9478000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By sex,Male,Visit count,4225000,373000,3493000,4956000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By age,0-17 years old,Visit count,1465000,164000,1143000,1787000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By age,18-44 years old,Visit count,6256000,532000,5213000,7298000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By age,45-64 years old,Visit count,3046000,291000,2476000,3616000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By age,65+ years old,Visit count,1758000,236000,1296000,2220000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By race/ethnicity,Non-Hispanic white,Visit count,7161000,553000,6078000,8244000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By race/ethnicity,Non-Hispanic black,Visit count,2416000,261000,1904000,2928000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By race/ethnicity,Hispanic,Visit count,2464000,333000,1811000,3116000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By race/ethnicity,Non-Hispanic other,Visit count,485000,91000,306000,664000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By region,Northeast,Visit count,2164000,320000,1538000,2791000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By region,Midwest,Visit count,2407000,346000,1730000,3084000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By region,South,Visit count,4234000,516000,3222000,5246000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By region,West,Visit count,3720000,528000,2684000,4755000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By metropolitan statistical area (MSA),MSA,Visit count,10814000,849000,9150000,12479000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By metropolitan statistical area (MSA),Non-MSA,Visit count,1711000,394000,939000,2482000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By primary payment source,Private insurance,Visit count,3759000,334000,3106000,4413000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By primary payment source,Medicare,Visit count,2206000,246000,1724000,2689000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By primary payment source,Medicaid,Visit count,4416000,409000,3613000,5218000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By primary payment source,Uninsured,Visit count,1081000,191000,706000,1455000,Yes
2016,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By primary payment source,Other,Visit count,,,,,No
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),Total,All visits,Visit count,7565000,647000,6297000,8834000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By sex,Female,Visit count,4048000,391000,3281000,4816000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By sex,Male,Visit count,3517000,330000,2870000,4164000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By age,0-17 years old,Visit count,350000,68000,216000,484000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By age,18-44 years old,Visit count,2675000,301000,2085000,3264000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By age,45-64 years old,Visit count,2888000,280000,2339000,3436000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By age,65+ years old,Visit count,1653000,202000,1258000,2049000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By race/ethnicity,Non-Hispanic white,Visit count,4882000,486000,3929000,5835000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By race/ethnicity,Non-Hispanic black,Visit count,1579000,239000,1111000,2047000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By race/ethnicity,Hispanic,Visit count,868000,120000,633000,1103000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By race/ethnicity,Non-Hispanic other,Visit count,237000,60000,120000,353000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By region,Northeast,Visit count,1093000,210000,682000,1504000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By region,Midwest,Visit count,1631000,251000,1138000,2123000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By region,South,Visit count,3065000,473000,2139000,3991000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By region,West,Visit count,1776000,297000,1194000,2359000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By metropolitan statistical area (MSA),MSA,Visit count,6047000,609000,4854000,7240000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By metropolitan statistical area (MSA),Non-MSA,Visit count,1519000,273000,984000,2053000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By primary payment source,Private insurance,Visit count,2040000,199000,1649000,2431000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By primary payment source,Medicare,Visit count,2028000,216000,1604000,2452000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By primary payment source,Medicaid,Visit count,1743000,202000,1346000,2140000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By primary payment source,Uninsured,Visit count,640000,156000,335000,945000,Yes
2016,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By primary payment source,Other,Visit count,,,,,No
2016,By reason for visit,3,3. Cough,Total,All visits,Visit count,5146000,483000,4200000,6092000,Yes
2016,By reason for visit,3,3. Cough,By sex,Female,Visit count,2701000,274000,2163000,3238000,Yes
2016,By reason for visit,3,3. Cough,By sex,Male,Visit count,2445000,281000,1894000,2996000,Yes
2016,By reason for visit,3,3. Cough,By age,0-17 years old,Visit count,2573000,336000,1913000,3232000,Yes
2016,By reason for visit,3,3. Cough,By age,18-44 years old,Visit count,1314000,154000,1012000,1616000,Yes
2016,By reason for visit,3,3. Cough,By age,45-64 years old,Visit count,678000,91000,499000,856000,Yes
2016,By reason for visit,3,3. Cough,By age,65+ years old,Visit count,581000,96000,392000,770000,Yes
2016,By reason for visit,3,3. Cough,By race/ethnicity,Non-Hispanic white,Visit count,2473000,276000,1932000,3014000,Yes
2016,By reason for visit,3,3. Cough,By race/ethnicity,Non-Hispanic black,Visit count,1353000,204000,953000,1753000,Yes
2016,By reason for visit,3,3. Cough,By race/ethnicity,Hispanic,Visit count,1108000,195000,726000,1489000,Yes
2016,By reason for visit,3,3. Cough,By race/ethnicity,Non-Hispanic other,Visit count,212000,50000,114000,309000,Yes
2016,By reason for visit,3,3. Cough,By region,Northeast,Visit count,555000,102000,356000,754000,Yes
2016,By reason for visit,3,3. Cough,By region,Midwest,Visit count,1014000,220000,583000,1445000,Yes
2016,By reason for visit,3,3. Cough,By region,South,Visit count,2070000,290000,1501000,2638000,Yes
2016,By reason for visit,3,3. Cough,By region,West,Visit count,1507000,300000,919000,2096000,Yes
2016,By reason for visit,3,3. Cough,By metropolitan statistical area (MSA),MSA,Visit count,4082000,419000,3260000,4903000,Yes
2016,By reason for visit,3,3. Cough,By metropolitan statistical area (MSA),Non-MSA,Visit count,1064000,292000,491000,1637000,Yes
2016,By reason for visit,3,3. Cough,By primary payment source,Private insurance,Visit count,1136000,165000,813000,1459000,Yes
